CID	Type	N	Vg_Vp	Vg_Vp_SE	Pval	LRT	logL	logL0	Vg	Ve	Vp	Vg_SE	Ve_SE	Vp_SE
C100001413	PC2	5504	0.196175	0.068801	0.0016824	8.598	-2732.886	-2737.185	0.19531	0.800281	0.995591	0.068865	0.069113	0.019032
C100001415	PC2	6865	0.188522	0.056903	0.00031608	11.679	-3381.738	-3387.577	0.186235	0.801636	0.987871	0.056536	0.056875	0.016911
C100001416	PC2	6634	0.371519	0.060293	1.8003e-10	39.318	-3304.386	-3324.045	0.373029	0.631034	1.004063	0.061713	0.060134	0.017581
C100001417	PC2	7055	0.111811	0.055558	0.020285	4.194	-3436.965	-3439.062	0.109105	0.86669	0.975795	0.054339	0.055421	0.016455
C100001423	PC2	7042	0.109976	0.056754	0.027299	3.694	-3555.743	-3557.59	0.111194	0.899878	1.011072	0.05751	0.058597	0.017065
C100001425	PC2	7049	0.142477	0.055837	0.004464	6.837	-3487.08	-3490.499	0.141212	0.849908	0.99112	0.055538	0.056318	0.016729
C100001426	PC2	6494	0.180399	0.058408	0.00052188	10.748	-3158.758	-3164.132	0.175991	0.799573	0.975564	0.057282	0.057727	0.017167
C100001433	PC2	6941	0.024941	0.055987	0.32926	0.195	-3479.425	-3479.522	0.02501	0.977741	1.002751	0.056152	0.058165	0.01703
C100001435	PC2	6211	0.173216	0.06194	0.0018905	8.386	-3072.429	-3076.623	0.171764	0.81985	0.991614	0.061708	0.062185	0.01784
C100001437	PC2	5047	0.068376	0.073564	0.17387	0.882	-2506.124	-2506.565	0.067968	0.926069	0.994037	0.073194	0.074666	0.019811
C100001446	PC2	7055	0.199953	0.056372	0.00014831	13.092	-3478.286	-3484.831	0.197754	0.791249	0.989003	0.056114	0.056301	0.016707
C100001452	PC2	5594	0.032319	0.066503	0.31222	0.24	-2812.529	-2812.649	0.03251	0.973388	1.005898	0.066913	0.068935	0.019031
C100001454	PC2	5514	0.077244	0.068855	0.13195	1.248	-2797.377	-2798.001	0.07844	0.937036	1.015476	0.069993	0.071516	0.019359
C100001456	PC2	7054	0.170673	0.055729	0.00080669	9.944	-3487.915	-3492.887	0.16917	0.822028	0.991198	0.055509	0.056019	0.016734
C100001461	PC2	7042	0.38176	0.057414	1.0437e-11	44.887	-3447.845	-3470.288	0.377164	0.610797	0.987961	0.057935	0.056276	0.016806
C100001462	PC2	5336	0.093986	0.069916	0.086558	1.856	-2650.569	-2651.497	0.09345	0.900846	0.994296	0.069611	0.071012	0.01927
C100001466	PC2	6311	0.60775	0.061983	0	96.497	-3114.713	-3162.962	0.611498	0.39467	1.006168	0.06543	0.06138	0.018263
C100001467	PC2	4035	0.109597	0.089665	0.11322	1.463	-1988.393	-1989.124	0.108163	0.87876	0.986924	0.088641	0.089714	0.022006
C100001468	PC2	7055	0.213171	0.057668	0.00011823	13.517	-3527.269	-3534.027	0.213844	0.789315	1.003158	0.058267	0.05826	0.016954
C100001481	PC2	6590	1e-06	0.05867	0.5	0	-3306.083	-3306.082	1e-06	1.002895	1.002896	0.05884	0.06083	0.01748
C100001483	PC2	2793	0.02524	0.11893	0.41671	0.044	-1416.589	-1416.611	0.025642	0.990284	1.015926	0.120852	0.122742	0.027219
C100001485	PC2	7048	0.120638	0.055802	0.014053	4.822	-3512.993	-3515.404	0.120419	0.877771	0.99819	0.055848	0.056857	0.016843
C100001501	PC2	7050	0.151583	0.056051	0.0029846	7.56	-3601.45	-3605.229	0.155197	0.868645	1.023842	0.057614	0.058319	0.017283
C100001502	PC2	6846	0.216056	0.058596	0.00011161	13.625	-3435.192	-3442.004	0.21752	0.789256	1.006776	0.059419	0.05942	0.017271
C100001509	PC2	6116	0.158255	0.06295	0.0053501	6.514	-3053.578	-3056.835	0.158303	0.841997	1.0003	0.063205	0.0639	0.018126
C100001510	PC2	7055	1e-06	0.054932	0.5	0	-3475.278	-3475.278	1e-06	0.985117	0.985118	0.054115	0.05621	0.016593
C100001511	PC2	7052	0.249286	0.056836	3.9827e-06	19.946	-3508.23	-3518.203	0.249069	0.750058	0.999126	0.057336	0.057011	0.016904
C100001526	PC2	5650	0.11399	0.06728	0.043145	2.942	-2821.116	-2822.588	0.113992	0.886024	1.000016	0.067427	0.06847	0.018845
C100001527	PC2	4703	0.083753	0.078008	0.14016	1.166	-2349.373	-2349.956	0.083755	0.916265	1.00002	0.078089	0.079622	0.020642
C100001540	PC2	7040	0.262252	0.057442	2.2099e-06	21.074	-3488.265	-3498.802	0.261079	0.734448	0.995527	0.05779	0.05731	0.016866
C100001541	PC2	7051	0.185148	0.055945	0.00036052	11.434	-3496.927	-3502.644	0.184124	0.810347	0.994471	0.055951	0.056307	0.016798
C100001548	PC2	3618	0.112965	0.097326	0.11972	1.384	-1793.005	-1793.697	0.112223	0.881205	0.993428	0.096907	0.097464	0.023424
C100001550	PC2	6987	0.179727	0.056647	0.00058091	10.55	-3447.701	-3452.976	0.177807	0.811511	0.989318	0.056337	0.056749	0.016784
C100001551	PC2	7053	0.309576	0.057356	1.6229e-08	30.555	-3501.064	-3516.341	0.309207	0.689602	0.99881	0.058113	0.057159	0.016931
C100001552	PC2	7053	0.285426	0.057603	2.9792e-07	24.926	-3510.181	-3522.644	0.285601	0.715014	1.000615	0.058351	0.057625	0.016949
C100001553	PC2	7050	0.1917	0.056687	0.00029894	11.783	-3474.726	-3480.617	0.189496	0.799007	0.988504	0.056371	0.056625	0.016702
C100001554	PC2	6809	0.290072	0.059472	3.9986e-07	24.359	-3388.717	-3400.897	0.290262	0.710391	1.000653	0.060251	0.059464	0.017252
C100001556	PC2	7055	0.095534	0.055666	0.041546	3.003	-3491.166	-3492.668	0.094643	0.896029	0.990672	0.055243	0.056498	0.016702
C100001557	PC2	7031	0.109648	0.055838	0.023268	3.962	-3480.597	-3482.578	0.108687	0.882547	0.991234	0.055471	0.056592	0.016743
C100001561	PC2	4474	0.246056	0.083509	0.0016005	8.689	-2211.358	-2215.703	0.244079	0.747883	0.991962	0.083423	0.083054	0.021051
C100001562	PC2	7055	0.14019	0.056282	0.005969	6.32	-3462.127	-3465.287	0.137843	0.845411	0.983254	0.055529	0.056305	0.016589
C100001563	PC2	6934	0.164968	0.056706	0.0015611	8.735	-3477.366	-3481.733	0.165816	0.83932	1.005136	0.057258	0.057818	0.017113
C100001565	PC2	6667	0.121757	0.05849	0.017076	4.487	-3332.601	-3334.844	0.121878	0.879119	1.000997	0.058697	0.059723	0.017365
C100001566	PC2	7055	0.097469	0.055282	0.035732	3.249	-3534.269	-3535.893	0.09775	0.905134	1.002884	0.055543	0.056813	0.016908
C100001567	PC2	7046	0.351599	0.057351	2.2518e-10	38.881	-3471.068	-3490.509	0.349063	0.643724	0.992787	0.05798	0.056616	0.016863
C100001569	PC2	7042	0.341657	0.057028	4.1188e-10	37.703	-3494.974	-3513.825	0.341576	0.658187	0.999763	0.058007	0.056748	0.016979
C100001570	PC2	7052	0.283407	0.056122	8.3698e-08	27.377	-3508.88	-3522.568	0.283498	0.716822	1.00032	0.056834	0.056203	0.016939
C100001571	PC2	7051	0.384396	0.056627	5.3763e-13	50.702	-3505.39	-3530.741	0.385579	0.617498	1.003077	0.058041	0.056369	0.01705
C100001577	PC2	5195	0.779702	0.070569	0	121.987	-2546.543	-2607.536	0.78408	0.221535	1.005616	0.075936	0.070141	0.020212
C100001579	PC2	7055	0.150247	0.056803	0.0040786	6.999	-3521.235	-3524.735	0.150256	0.849807	1.000063	0.057025	0.057689	0.016877
C100001580	PC2	6276	0.083744	0.059517	0.070079	2.176	-3081.923	-3083.012	0.082336	0.900857	0.983194	0.058598	0.060022	0.017572
C100001586	PC2	6246	0.090144	0.062095	0.073594	2.101	-3106.988	-3108.039	0.089765	0.906034	0.995799	0.061929	0.0632	0.017842
C100001590	PC2	5950	0.002251	0.06165	0.48516	0.001	-3043.426	-3043.427	0.002304	1.021077	1.023382	0.063092	0.065492	0.01877
C100001593	PC2	7055	0.352083	0.057193	1.8639e-10	39.25	-3517.793	-3537.418	0.353766	0.651014	1.00478	0.058522	0.057144	0.017055
C100001594	PC2	3899	0.154541	0.091656	0.044057	2.909	-1959.803	-1961.257	0.155631	0.851423	1.007054	0.092559	0.093279	0.02285
C100001596	PC2	5467	0.127097	0.06917	0.031183	3.473	-2721.715	-2723.451	0.126731	0.870389	0.99712	0.069145	0.070068	0.019105
C100001597	PC2	7023	0.118369	0.055524	0.014892	4.722	-3493.313	-3495.674	0.117907	0.878195	0.996102	0.055448	0.0565	0.016837
C100001604	PC2	6382	0.062453	0.059286	0.14124	1.155	-3201.775	-3202.352	0.062705	0.941331	1.004036	0.059581	0.061164	0.017793
C100001605	PC2	7055	0.066899	0.054023	0.10085	1.63	-3531.334	-3532.149	0.06701	0.934647	1.001657	0.054165	0.055803	0.01688
C100001609	PC2	7055	0.203823	0.056692	0.00013658	13.246	-3505.871	-3512.494	0.203183	0.793679	0.996862	0.056892	0.057026	0.016842
C100001611	PC2	6644	0.194902	0.06005	0.00056351	10.606	-3348.71	-3354.013	0.197006	0.813788	1.010794	0.061057	0.061263	0.017593
C100001612	PC2	4525	0.808103	0.069768	0	203.74	-2184.06	-2285.93	0.801485	0.190326	0.99181	0.074502	0.068513	0.021272
C100001613	PC2	7054	0.5073	0.055573	0	89.738	-3520.558	-3565.427	0.513705	0.498921	1.012627	0.058379	0.055498	0.017295
C100001614	PC2	7055	0.468768	0.055224	0	80.529	-3498.781	-3539.045	0.470798	0.533533	1.004331	0.057253	0.054802	0.017119
C100001615	PC2	7029	0.181306	0.055561	0.00032564	11.623	-3519.685	-3525.497	0.182032	0.82197	1.004002	0.056091	0.056503	0.016984
C100001618	PC2	6529	0.081791	0.06059	0.091639	1.771	-3262.49	-3263.375	0.081808	0.918397	1.000205	0.060684	0.061999	0.017528
C100001620	PC2	7055	0.022835	0.055708	0.34388	0.162	-3504.805	-3504.886	0.022692	0.971049	0.993741	0.055369	0.057349	0.01674
C100001624	PC2	6270	0.147224	0.061001	0.0063718	6.204	-3150.518	-3153.62	0.148224	0.858569	1.006793	0.061637	0.062379	0.01802
C100001635	PC2	6113	0.105736	0.064499	0.054337	2.573	-3023.272	-3024.559	0.10469	0.885424	0.990114	0.063975	0.065141	0.017932
C100001651	PC2	3003	0.162279	0.108703	0.060681	2.4	-1500.208	-1501.407	0.16243	0.838502	1.000932	0.109075	0.109976	0.02587
C100001652	PC2	7029	0.212828	0.056381	5.069e-05	15.111	-3454.539	-3462.095	0.209892	0.776316	0.986208	0.056006	0.056079	0.016695
C100001654	PC2	7055	0.249181	0.057981	1.0045e-05	18.181	-3501.705	-3510.795	0.248398	0.74846	0.996858	0.058352	0.057971	0.016866
C100001655	PC2	6982	0.172964	0.057467	0.0012988	9.071	-3424.928	-3429.464	0.170099	0.813338	0.983438	0.056791	0.057229	0.016689
C100001657	PC2	7029	0.179737	0.056455	0.00060281	10.482	-3459.687	-3464.927	0.177386	0.809536	0.986923	0.056014	0.056403	0.016695
C100001658	PC2	6816	0.134489	0.057236	0.0083525	5.727	-3342.254	-3345.118	0.13212	0.850268	0.982389	0.056404	0.057272	0.01686
C100001662	PC2	7053	0.230104	0.056116	1.1329e-05	17.952	-3545.491	-3554.467	0.232191	0.776882	1.009074	0.057101	0.057002	0.017061
C100001664	PC2	3413	1e-06	0.103138	0.5	0	-1665.282	-1665.282	1e-06	0.976502	0.976503	0.100715	0.102716	0.023656
C100001668	PC2	7044	0.178751	0.056672	0.00072404	10.144	-3503.324	-3508.396	0.178237	0.818883	0.99712	0.056807	0.057194	0.01685
C100001674	PC2	5767	0.28618	0.06718	5.3596e-06	19.379	-2909.681	-2919.37	0.290168	0.723767	1.013936	0.068866	0.068124	0.01898
C100001710	PC2	5459	0.13819	0.070235	0.024221	3.895	-2687.79	-2689.738	0.136303	0.850041	0.986344	0.069474	0.070262	0.018915
C100001723	PC2	4277	0.075058	0.083577	0.18183	0.825	-2109.286	-2109.699	0.07409	0.913012	0.987102	0.08256	0.084288	0.021362
C100001731	PC2	5653	0.17797	0.067263	0.0033992	7.325	-2789.371	-2793.034	0.176098	0.813383	0.989481	0.066877	0.067215	0.018665
C100001733	PC2	6884	0.173942	0.056083	0.00059179	10.516	-3429.123	-3434.381	0.173689	0.82486	0.998549	0.056283	0.056804	0.017064
C100001734	PC2	7029	0.176173	0.055837	0.00056837	10.59	-3511.441	-3516.737	0.176433	0.825043	1.001476	0.056208	0.056675	0.016939
C100001739	PC2	7055	0.114365	0.056891	0.023233	3.965	-3531.779	-3533.761	0.114643	0.887788	1.00243	0.057165	0.058185	0.016906
C100001740	PC2	7045	1e-06	0.05325	0.5	0	-3479.386	-3479.386	1e-06	0.987702	0.987703	0.052595	0.054812	0.016648
C100001743	PC2	6638	0.280817	0.059327	2.7313e-07	25.093	-3271.712	-3284.258	0.278166	0.712393	0.990559	0.059442	0.058855	0.017282
C100001755	PC2	7055	0.215343	0.056423	5.1559e-05	15.079	-3512.823	-3520.363	0.215151	0.78396	0.999111	0.056792	0.056824	0.016884
C100001756	PC2	7055	0.11909	0.055402	0.014234	4.799	-3566.908	-3569.308	0.120584	0.89196	1.012544	0.056242	0.057299	0.017076
C100001757	PC2	6284	0.05109	0.060698	0.19788	0.721	-3146.625	-3146.986	0.051183	0.950631	1.001814	0.060837	0.06272	0.017882
C100001765	PC2	5683	0.106936	0.06533	0.04586	2.844	-2839.595	-2841.017	0.106981	0.893442	1.000423	0.065483	0.066711	0.018793
C100001767	PC2	6682	0.158784	0.057031	0.0017102	8.568	-3300.149	-3304.433	0.15717	0.832664	0.989834	0.056691	0.057363	0.017164
C100001768	PC2	1954	0.283451	0.159936	0.035522	3.259	-947.165	-948.795	0.276422	0.698779	0.975201	0.156979	0.155663	0.031338
C100001776	PC2	6636	0.176731	0.059005	0.0011072	9.363	-3301.437	-3306.118	0.176266	0.821099	0.997364	0.059146	0.05957	0.017362
C100001777	PC2	7043	0.175351	0.056363	0.00080991	9.937	-3474.464	-3479.433	0.173429	0.815614	0.989043	0.05603	0.056464	0.016713
C100001778	PC2	7050	0.231411	0.056271	1.1251e-05	17.965	-3457.429	-3466.412	0.227855	0.756776	0.984631	0.055876	0.055758	0.016652
C100001784	PC2	5863	0.181831	0.066741	0.0030783	7.504	-2890.351	-2894.103	0.179752	0.808817	0.988569	0.06631	0.066559	0.018314
C100001786	PC2	5377	0.096581	0.068999	0.075354	2.065	-2678.034	-2679.066	0.096301	0.900795	0.997096	0.068905	0.070219	0.019254
C100001791	PC2	1125	1e-06	0.219898	0.5	0	-554.687	-554.687	1e-06	0.991469	0.99147	0.218023	0.220754	0.041871
C100001793	PC2	374	0.434976	0.467735	0.16318	0.963	-164.219	-164.7	0.399033	0.518334	0.917367	0.43517	0.424174	0.068367
C100001795	PC2	401	0.493432	0.453277	0.12753	1.295	-183.089	-183.737	0.468754	0.481233	0.949987	0.438215	0.425462	0.06856
C100001806	PC2	5899	0.207531	0.065899	0.00072052	10.153	-2917.19	-2922.266	0.205866	0.786108	0.991974	0.065777	0.065845	0.018326
C100001808	PC2	3199	1e-06	0.109471	0.5	0	-1576.951	-1576.937	1e-06	0.982689	0.98269	0.107576	0.108216	0.024626
C100001809	PC2	2587	0.141143	0.123965	0.11923	1.39	-1280.544	-1281.239	0.14007	0.852325	0.992394	0.123313	0.123922	0.027657
C100001810	PC2	7055	0.127784	0.056035	0.010603	5.31	-3520.602	-3523.257	0.127717	0.871761	0.999478	0.056169	0.057094	0.016859
C100001843	PC2	5895	0.081923	0.063617	0.093594	1.74	-2928.71	-2929.58	0.081466	0.912962	0.994428	0.063342	0.064797	0.018337
C100001851	PC2	7053	0.107657	0.055911	0.02623	3.761	-3490.058	-3491.938	0.106668	0.884148	0.990816	0.055517	0.05664	0.01671
C100001856	PC2	6984	0.372195	0.057746	2.272e-11	43.364	-3454.009	-3475.691	0.371222	0.626165	0.997387	0.058763	0.057184	0.017029
C100001859	PC2	1927	1e-06	0.157006	0.5	0	-956.019	-956.019	1e-06	0.993675	0.993676	0.156013	0.158061	0.032056
C100001868	PC2	7046	0.198014	0.056219	0.00015556	13.002	-3520.006	-3526.508	0.19841	0.803593	1.002003	0.056691	0.05691	0.016936
C100001869	PC2	7053	0.437134	0.057581	2.387e-15	61.333	-3508.143	-3538.809	0.439677	0.566141	1.005818	0.059512	0.057256	0.017138
C100001870	PC2	7037	0.435271	0.057068	3.3862e-15	60.657	-3488.09	-3518.418	0.436271	0.566027	1.002299	0.058772	0.056569	0.017093
C100001872	PC2	6049	0.016746	0.062936	0.39613	0.069	-2982.738	-2982.773	0.01652	0.96994	0.986459	0.062092	0.064155	0.017946
C100001876	PC2	6638	0.185951	0.059182	0.00068652	10.242	-3328.759	-3333.88	0.186949	0.818418	1.005367	0.05982	0.060186	0.017499
C100001882	PC2	6512	0.45119	0.060792	1.0436e-14	58.449	-3209.749	-3238.974	0.449865	0.547197	0.997062	0.062321	0.059919	0.017681
C100001925	PC2	6219	0.21313	0.061435	0.00015472	13.012	-3104.819	-3111.325	0.21341	0.787905	1.001314	0.061921	0.062087	0.018011
C100001948	PC2	6905	0.298217	0.057293	4.2252e-08	28.7	-3490.59	-3504.94	0.303243	0.71361	1.016853	0.059045	0.058223	0.017411
C100001950	PC2	7054	0.243189	0.056812	7.0115e-06	18.866	-3498.34	-3507.773	0.242187	0.753692	0.995878	0.057101	0.056839	0.016844
C100001951	PC2	6357	0.355071	0.062692	6.4439e-09	32.348	-3140.281	-3156.455	0.353492	0.642062	0.995553	0.063517	0.062026	0.017803
C100001956	PC2	7054	0.049891	0.054472	0.17553	0.87	-3465.481	-3465.916	0.049047	0.934035	0.983082	0.053583	0.055336	0.016565
C100001977	PC2	6936	0.047161	0.055396	0.19373	0.747	-3415.889	-3416.263	0.046475	0.938971	0.985446	0.05462	0.056394	0.016746
C100001987	PC2	7055	0.300792	0.056504	9.3946e-09	31.616	-3524.478	-3540.286	0.302262	0.702625	1.004887	0.057562	0.056733	0.017024
C100001988	PC2	7020	0.454214	0.056991	1.1102e-16	67.184	-3478.074	-3511.666	0.455403	0.547214	1.002618	0.05884	0.056464	0.01713
C100001989	PC2	7055	0.744363	0.054754	0	188.392	-3459.512	-3553.708	0.751704	0.258158	1.009862	0.059675	0.054429	0.017485
C100001990	PC2	7053	0.398357	0.056119	6.1562e-14	54.959	-3468.381	-3495.861	0.395519	0.597358	0.992877	0.057027	0.055259	0.016881
C100001992	PC2	7055	0.330983	0.057158	1.4482e-09	35.252	-3571.421	-3589.047	0.337404	0.681995	1.019399	0.059221	0.058039	0.01729
C100001993	PC2	7055	0.550943	0.056432	0	101.378	-3505.362	-3556.051	0.556707	0.453755	1.010461	0.059496	0.056134	0.017304
C100001994	PC2	7053	0.485559	0.055917	0	83.809	-3512.108	-3554.013	0.490056	0.519206	1.009262	0.058369	0.055698	0.017224
C100001999	PC2	7031	0.506572	0.056834	0	83.253	-3476.596	-3518.223	0.508235	0.495048	1.003283	0.05912	0.056209	0.017173
C100002003	PC2	3200	0.165255	0.108572	0.062551	2.352	-1590.689	-1591.865	0.164805	0.83247	0.997274	0.108694	0.10858	0.025028
C100002008	PC2	5084	0.422488	0.074574	4.2582e-09	33.153	-2517.639	-2534.216	0.421876	0.576675	0.998551	0.076	0.073892	0.019973
C100002009	PC2	6421	0.413321	0.061454	2.694e-12	47.54	-3157.804	-3181.574	0.410433	0.58258	0.993013	0.062458	0.060471	0.017699
C100002014	PC2	6625	0.411226	0.059958	1.363e-12	48.876	-3268.29	-3292.728	0.409591	0.586432	0.996023	0.061127	0.059184	0.017477
C100002015	PC2	4110	0.200576	0.090245	0.014245	4.798	-2037.677	-2040.076	0.199403	0.79475	0.994153	0.09014	0.090183	0.021995
C100002017	PC2	6610	0.493789	0.058315	0	82.906	-3276.174	-3317.626	0.496097	0.508577	1.004675	0.060602	0.057836	0.017707
C100002018	PC2	6717	0.601338	0.059459	0	100.646	-3273.493	-3323.816	0.597236	0.395943	0.993179	0.06194	0.058115	0.017469
C100002021	PC2	6560	0.31498	0.060489	5.3201e-08	28.254	-3300.951	-3315.078	0.318832	0.693398	1.012231	0.062091	0.061111	0.017785
C100002023	PC2	2980	0.184707	0.114109	0.051096	2.671	-1441.361	-1442.696	0.179399	0.79186	0.971259	0.111301	0.111092	0.025256
C100002024	PC2	6341	0.388104	0.06295	2.3512e-10	38.797	-3160.491	-3179.89	0.3899	0.614729	1.004629	0.064501	0.0628	0.017992
C100002026	PC2	6893	0.456262	0.058092	4.4409e-16	64.595	-3412.945	-3445.243	0.457168	0.544816	1.001984	0.059932	0.057512	0.017278
C100002027	PC2	7045	0.624767	0.055707	0	128.429	-3413.408	-3477.622	0.61856	0.371505	0.990066	0.058228	0.054235	0.017031
C100002028	PC2	7049	0.387982	0.057103	2.2169e-12	47.923	-3501.309	-3525.27	0.388893	0.613456	1.00235	0.058502	0.056771	0.017045
C100002029	PC2	6857	0.271808	0.058811	1.7809e-06	21.487	-3457.049	-3467.793	0.275362	0.737714	1.013076	0.060236	0.059662	0.017392
C100002049	PC2	5724	1e-06	0.064153	0.5	0	-2873.279	-2873.279	1e-06	1.003888	1.003889	0.064402	0.066652	0.018774
C100002060	PC2	7055	0.197856	0.056933	0.00023547	12.227	-3518.909	-3525.022	0.197938	0.802476	1.000414	0.057318	0.057499	0.0169
C100002061	PC2	5800	0.181741	0.067505	0.0037299	7.159	-2875.459	-2879.039	0.180598	0.813114	0.993712	0.067391	0.067763	0.0185
C100002063	PC2	7053	0.31206	0.057496	1.863e-08	30.287	-3533.336	-3548.48	0.314581	0.693499	1.00808	0.058808	0.057813	0.01709
C100002067	PC2	7053	0.449771	0.056882	1.6653e-16	66.538	-3443.473	-3476.742	0.444413	0.543675	0.988087	0.05785	0.055545	0.016841
C100002070	PC2	6715	0.114394	0.059095	0.027235	3.698	-3380.369	-3382.218	0.115321	0.89278	1.008101	0.059714	0.06073	0.017427
C100002094	PC2	7028	0.190175	0.056292	0.00025558	12.075	-3445.469	-3451.506	0.186995	0.796285	0.98328	0.055677	0.055977	0.016638
C100002102	PC2	7044	0.155782	0.05642	0.0027563	7.703	-3524.872	-3528.724	0.156212	0.846545	1.002757	0.056809	0.057444	0.016936
C100002103	PC2	3799	1e-06	0.091048	0.5	0	-1882.948	-1882.948	1e-06	0.991755	0.991756	0.090297	0.092656	0.022769
C100002106	PC2	7050	0.273614	0.056986	5.1514e-07	23.871	-3488.896	-3500.831	0.272149	0.722497	0.994646	0.057333	0.05676	0.016843
C100002107	PC2	7050	0.215546	0.056089	3.7958e-05	15.657	-3509.957	-3517.786	0.215334	0.783682	0.999015	0.056452	0.056499	0.016888
C100002113	PC2	6216	0.141282	0.062422	0.010983	5.249	-3118.934	-3121.558	0.142002	0.863092	1.005093	0.062938	0.063756	0.018063
C100002122	PC2	7025	0.142816	0.055978	0.0046461	6.766	-3475.841	-3479.224	0.141572	0.849714	0.991286	0.055686	0.056471	0.01676
C100002126	PC2	7051	0.580766	0.055955	0	110.809	-3477.069	-3532.474	0.583484	0.421197	1.004681	0.058933	0.055309	0.017235
C100002128	PC2	4555	0.263164	0.082257	0.0006702	10.286	-2281.705	-2286.848	0.264841	0.741531	1.006373	0.083508	0.082737	0.021195
C100002129	PC2	6918	0.473337	0.057769	0	71.071	-3420.852	-3456.387	0.473911	0.527302	1.001213	0.059667	0.057121	0.017241
C100002135	PC2	2136	0.038429	0.14063	0.38902	0.079	-1092.078	-1092.118	0.039366	0.985037	1.024403	0.14408	0.146846	0.03137
C100002137	PC2	589	0.018229	0.329097	0.47762	0.003	-287.983	-287.984	0.018006	0.969748	0.987754	0.325073	0.329698	0.057706
C100002152	PC2	6689	0.550599	0.058501	0	91.294	-3310.243	-3355.89	0.553882	0.45208	1.005962	0.061329	0.05797	0.017679
C100002154	PC2	7038	0.199161	0.055564	9.9164e-05	13.847	-3538.885	-3545.808	0.200864	0.807687	1.008551	0.056402	0.056651	0.017056
C100002171	PC2	6443	0.116153	0.05992	0.024429	3.88	-3198.422	-3200.362	0.115469	0.878648	0.994117	0.05971	0.060756	0.017543
C100002173	PC2	7053	0.043715	0.053467	0.19897	0.715	-3482.011	-3482.369	0.043181	0.944603	0.987784	0.05284	0.054713	0.016644
C100002183	PC2	3393	0.019098	0.102023	0.42662	0.034	-1746.124	-1746.141	0.019682	1.01088	1.030562	0.105144	0.107832	0.025032
C100002185	PC2	6116	0.090997	0.061283	0.06276	2.347	-3066.233	-3067.406	0.091317	0.912206	1.003523	0.061588	0.063027	0.018167
C100002196	PC2	6945	1e-06	0.055948	0.5	0	-3486.629	-3486.629	1e-06	1.003579	1.00358	0.056148	0.058153	0.017039
C100002199	PC2	7046	0.088376	0.055091	0.05123	2.667	-3506.808	-3508.142	0.088043	0.908192	0.996235	0.054968	0.056337	0.016804
C100002204	PC2	4753	0.110117	0.077164	0.074811	2.076	-2355.642	-2356.68	0.109232	0.882732	0.991964	0.076647	0.078106	0.020365
C100002227	PC2	4764	0.122289	0.07755	0.055586	2.537	-2383.516	-2384.785	0.122523	0.879395	1.001919	0.077862	0.078905	0.02056
C100002241	PC2	2295	0.060916	0.140046	0.33423	0.183	-1132.281	-1132.373	0.06022	0.928355	0.988575	0.138498	0.140511	0.02921
C100002249	PC2	1433	0.229075	0.193792	0.11243	1.473	-699.174	-699.911	0.224642	0.756007	0.980649	0.190783	0.190281	0.036755
C100002253	PC2	6606	0.094123	0.057915	0.048182	2.765	-3312.725	-3314.108	0.094485	0.90936	1.003844	0.058233	0.059583	0.017488
C100002259	PC2	7055	0.258902	0.056426	1.2283e-06	22.2	-3511.796	-3522.896	0.2589	0.741091	0.999991	0.057014	0.056611	0.016919
C100002284	PC2	7051	0.102483	0.055304	0.029786	3.549	-3441.237	-3443.012	0.100165	0.87722	0.977385	0.054161	0.055348	0.016484
C100002293	PC2	6239	0.220351	0.062316	0.00014432	13.143	-3050.59	-3057.161	0.216201	0.764967	0.981168	0.061574	0.06159	0.017627
C100002356	PC2	7053	0.07878	0.055571	0.07703	2.032	-3544.827	-3545.842	0.079247	0.92668	1.005927	0.055971	0.057419	0.016957
C100002367	PC2	7053	0.201009	0.055314	7.3014e-05	14.423	-3464.037	-3471.249	0.198058	0.787259	0.985317	0.054863	0.05509	0.016646
C100002397	PC2	7048	0.18655	0.056	0.0003254	11.625	-3528.251	-3534.063	0.18726	0.816544	1.003804	0.056536	0.05688	0.01696
C100002405	PC2	431	0.225527	0.41535	0.29835	0.28	-209.051	-209.191	0.223849	0.768714	0.992564	0.413348	0.412858	0.067944
C100002417	PC2	6947	0.127586	0.054862	0.0068792	6.069	-3497.349	-3500.383	0.12865	0.879686	1.008336	0.055482	0.056511	0.017138
C100002458	PC2	7050	0.147847	0.057035	0.0049694	6.646	-3511.14	-3514.463	0.14753	0.850331	0.997861	0.057126	0.057803	0.016845
C100002462	PC2	5624	0.160346	0.066795	0.0066937	6.117	-2821.035	-2824.094	0.161141	0.843816	1.004958	0.067371	0.068087	0.018988
C100002466	PC2	7055	0.162132	0.056273	0.0017868	8.489	-3591.647	-3595.891	0.165451	0.855021	1.020472	0.05768	0.058262	0.017224
C100002488	PC2	7023	0.179801	0.055715	0.00043208	11.098	-3584.794	-3590.343	0.184048	0.839572	1.02362	0.057339	0.057775	0.017322
C100002500	PC2	5658	0.149862	0.065747	0.0084056	5.716	-2776.918	-2779.776	0.147383	0.836072	0.983455	0.06488	0.065649	0.018527
C100002514	PC2	6336	0.214372	0.061379	0.00017431	12.789	-3085.252	-3091.646	0.209477	0.767687	0.977164	0.060387	0.060455	0.01742
C100002528	PC2	7055	0.165071	0.056719	0.001748	8.529	-3495.21	-3499.474	0.163915	0.829084	0.992999	0.056579	0.057096	0.016762
