CHEM_ID,BIOCHEMICAL_NAME,TYPE,COMMENTS,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,SMILES,COMP_ID_1,COMP_ID_2,LIB_ID_1,LIB_ID_2,LIB_ID_3,LIB_ID_4,LIB_ID_5,LIB_ID_6,LIB_ID_7,HMDB_ID
100003449,mianserine,NAMED,,Xenobiotics,Drug - Psychoactive,5895,CN(CC1)CC2N1C3=CC=CC=C3CC4=CC=CC=C24,40436,40436,,402,402,402,402,402,402,HMDB0015620
100003450,mirtazapine,NAMED,,Xenobiotics,Drug - Psychoactive,5882,CN(CC1)CC(C2=C(C3)C=CC=C2)N1C4=C3C=CC=N4,40437,40437,400,400,400,400,400,400,400,HMDB0014514
100003470,pregnanediol-3-glucuronide,NAMED,,Lipid,Progestin Steroids,3282,[H][C@]12CC[C@]3([C@@]4(CC[C@]([C@@H](O)C)([C@]4(CC[C@@]3([C@]1(CC[C@@H](O[C@@H]5O[C@H]([C@](O)=O)[C@H]([C@@H]([C@H]5O)O)O)C2)C)[H])C)[H])[H])[H],40708,40708,209,209,209,209,209,209,209,HMDB0010318
100003473,alliin,NAMED,,Xenobiotics,Food Component/Plant,4813,C=CCS(C[C@H](N)C(O)=O)=O,41494,41494,400,400,400,400,400,400,400,HMDB0033592
100003542,histidylalanine,NAMED,,Peptide,Dipeptide,834,O=C(C(C)NC(C(CC1=CN=CN1)N)=O)O,42027,42027,209,,209,209,209,,,HMDB0028878
100003594,phenylalanyltryptophan,NAMED,,Peptide,Dipeptide,936,OC(C(CC1=CNC2=C1C=CC=C2)NC(C(CC3=CC=CC=C3)N)=O)=O,41377,41377,400,400,400,400,400,400,400,HMDB0029006
100003620,tryptophylasparagine,NAMED,,Peptide,Dipeptide,931,NC(C(NC(CC(N)=O)C(O)=O)=O)CC1=CNC2=CC=CC=C21,40661,,209,,209,209,,,,HMDB0029078
100003640,valylglutamine,NAMED,,Peptide,Dipeptide,967,O=C(C(C(C)C)N)NC(CCC(N)=O)C(O)=O,42079,,,400,,,,,,HMDB0029125
100003641,valylglycine,NAMED,,Peptide,Dipeptide,1034,O=C(C(C(C)C)N)NCC(O)=O,40475,40475,209,400,209,209,209,209,209,HMDB0029127
100003645,valylphenylalanine,NAMED,,Peptide,Dipeptide,1040,OC([C@H](CC1=CC=CC=C1)NC([C@H](C(C)C)N)=O)=O,40688,40688,209,,209,209,209,,,HMDB0029134
100003651,methionylalanine,NAMED,,Peptide,Dipeptide,902,O=C(C(CCSC)N)NC(C)C(O)=O,40685,40685,209,209,209,209,209,209,209,HMDB0028966
100003674,prolylglycine,NAMED,,Peptide,Dipeptide,947,O=[C@]([C@H]1NCCC1)NCC(O)=O,40703,40703,400,400,,,400,400,400,HMDB0011178
100003678,prolylproline,NAMED,,Peptide,Dipeptide,953,O=[C@]([C@H]1NCCC1)N2CCC[C@H]2[C@](O)=O,40731,40731,400,,400,400,400,,400,HMDB0011180
100003679,prolylserine,NAMED,,Peptide,Dipeptide,954,O=[C@]([C@H]1NCCC1)N[C@@H](CO)C(O)=O,40714,40714,400,,400,,400,400,400,HMDB0029026
100003686,N-palmitoylglycine,NAMED,,Lipid,Fatty Acid Metabolism (Acyl Glycine),1823,O=C(CCCCCCCCCCCCCCC)NCC(O)=O,42092,42092,209,209,209,209,209,209,209,HMDB0013034
100003695,mannonate*,NAMED,,Xenobiotics,Food Component/Plant,4956,O=C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,62864,62864,305,305,305,305,305,305,305,NA
100003769,norfluoxetine,NAMED,,Xenobiotics,Drug - Psychoactive,5857,NCCC(OC1=CC=C(C(F)(F)F)C=C1)C2=CC=CC=C2,37252,37252,402,402,402,402,402,402,402,HMDB0060551
100003892,lanthionine,NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",466,O=C([C@H](CSC[C@@H](C(O)=O)N)N)O,42002,42002,400,,400,400,400,400,400,NA
100003901,2-stearoyl-GPE (18:0)*,NAMED,,Lipid,Lysophospholipid,2670,OC[C@@H](OC(CCCCCCCCCCCCCCCCC)=O)COP(OCC[NH3+])([O-])=O,41220,41220,209,209,209,209,209,209,209,HMDB0011129
100003926,(R)-3-hydroxybutyrylcarnitine,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1919,CC(CC(OC(C[N+](C)(C)C)CC([O-])=O)=O)O,43264,43264,400,400,400,400,400,400,400,HMDB0013127
100004015,diltiazem,NAMED,,Xenobiotics,Drug - Cardiovascular,5646,O=C1N(CCN(C)C)C2=C(C=CC=C2)S[C@H]([C@H]1OC(C)=O)[C@]3=CC=C(OC)C=C3,42981,42981,,402,402,402,402,402,,HMDB0014487
100004018,fexofenadine,NAMED,,Xenobiotics,Drug - Respiratory,5935,O=C(C(C)(C)C1=CC=C(C(CCCN2CCC(C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CC2)O)C=C1)O,42021,42021,,402,,,402,,,HMDB0005030
100004028,verapamil,NAMED,,Xenobiotics,Drug - Cardiovascular,5647,N#CC(CCCN(C)CCC1=CC=C(C(OC)=C1)OC)(C(C)C)C2=CC=C(OC)C(OC)=C2,42990,42990,,402,402,402,402,402,402,HMDB0013962
100004046,N-acetylcarnosine,NAMED,,Amino Acid,Histidine Metabolism,86,OC([C@H](CC1=CN=CN1)NC(CCNC(C)=O)=O)=O,43488,43488,400,400,400,400,400,400,400,HMDB0012881
100004054,margaroylcarnitine (C17)*,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",1865,[O-]C(CC(C[N+](C)(C)C)OC(CCCCCCCCCCCCCCCC)=O)=O,57512,57512,402,402,402,402,402,402,,HMDB0006210
100004056,N-methyltaurine,NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",472,O=S(O)(CCNC)=O,42989,42989,305,305,305,305,305,305,305,NA
100004059,histidine betaine (hercynine)*,NAMED,,Xenobiotics,Food Component/Plant,4928,C[N+](C)(C(C([O-])=O)CC1=CN=CN1)C,62278,62278,400,400,400,400,400,400,400,HMDB0029422
100004083,glycohyocholate,NAMED,,Lipid,Secondary Bile Acid Metabolism,3524,C[C@@]([C@@]1([H])C[C@@H]2O)(CC2)[C@](CC3)([H])[C@]([C@H](O)[C@@H]1O)([H])[C@@](CC4)([H])[C@]3(C)[C@H]4[C@H](C)CCC(NCC(O)=O)=O,42574,42574,209,209,209,209,209,209,209,HMDB0000138
100004084,taurohyocholate*,NAMED,,Lipid,Secondary Bile Acid Metabolism,3525,O[C@H]1C(C2[C@](CC[C@H]3O)(C)C(C3)[C@H]1O)C4[C@@](CC2)(C)C([C@H](C)CCC(NCCS(O)(=O)=O)=O)CC4,42603,42603,209,,209,209,209,209,,HMDB0011637
100004089,2-hydroxydecanoate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",1962,OC(C(O)=O)CCCCCCCC,42489,42489,209,209,209,209,209,209,209,HMDB0094656
100004110,3-methyl catechol sulfate (2),NAMED,,Xenobiotics,Benzoate Metabolism,4500,OC1=C(OS(=O)(O)=O)C(C)=CC=C1,46164,46164,209,209,209,209,209,209,209,NA
100004111,4-methylcatechol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4502,OC1=CC(C)=CC=C1OS(O)(=O)=O,46146,46146,209,209,209,209,209,209,209,HMDB0240459
100004112,3-methyl catechol sulfate (1),NAMED,,Xenobiotics,Benzoate Metabolism,4499,OC1=C(C)C=CC=C1OS(O)(=O)=O,46165,46165,209,209,209,209,209,209,209,NA
100004169,2-hydroxyibuprofen,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5392,OC(C)(C)CC(C=C1)=CC=C1C(C(O)=O)C,43330,43330,209,402,209,209,209,209,209,HMDB0060920
100004171,carboxyibuprofen,NAMED,,Xenobiotics,"Drug - Analgesics, Anesthetics",5394,OC(C(CC1=CC=C(C(C(O)=O)C)C=C1)C)=O,43333,43333,209,209,209,209,209,209,209,HMDB0060564
100004173,O-desmethylvenlafaxine,NAMED,,Xenobiotics,Drug - Psychoactive,5861,CN(CC(C1(CCCCC1)O)C2=CC=C(C=C2)O)C,43334,43334,400,400,400,400,400,400,400,HMDB0015646
100004174,zolpidem,NAMED,,Xenobiotics,Drug - Psychoactive,5892,CN(C(CC1=C(C2=CC=C(C=C2)C)N=C3C=CC(C)=CN13)=O)C,62976,62976,400,400,400,400,400,400,,HMDB0005023
100004175,warfarin,NAMED,,Xenobiotics,Drug - Cardiovascular,5656,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C(C=CC=C3)=C3O1,43335,43335,,209,209,209,209,209,209,HMDB0001935
100004176,ketopioglitazone,NAMED,,Xenobiotics,Drug - Metabolic,5768,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC3=NC=C(C(C)=O)C=C3)=O,43579,43579,,,400,400,400,400,,NA
100004177,hydroxypioglitazone (M-IV),NAMED,,Xenobiotics,Drug - Metabolic,5769,O=C1N([H])C(SC1CC(C=C2)=CC=C2OCCC(C=C3)=NC=C3C(C)O)=O,43580,43580,,,402,402,402,,,NA
100004180,echinatin,NAMED,,Xenobiotics,Food Component/Plant,5196,OC1=CC(OC)=C(/C=C/C(C(C=C2)=CC=C2O)=O)C=C1,57791,57791,,,,402,402,,,HMDB0037319
100004182,3b-hydroxy-5-cholenoic acid,NAMED,,Lipid,Secondary Bile Acid Metabolism,3537,O[C@@H]1CC2=CC[C@@]([C@@]3([H])[C@@]2(C)CC1)([H])[C@@]4([H])[C@@](CC3)(C)[C@]([C@H](C)CCC(O)=O)([H])CC4,43507,43507,209,209,209,209,209,209,209,HMDB0000308
100004208,guaiacol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4498,COC1=C(OS(O)(=O)=O)C=CC=C1,46111,46111,209,209,209,209,209,209,209,HMDB0060013
100004227,2-aminooctanoate,NAMED,,Lipid,"Fatty Acid, Amino",1755,CCCCCCC(C(O)=O)N,43343,43343,209,209,209,209,209,209,209,HMDB0000991
100004241,furosemide,NAMED,,Xenobiotics,Drug - Cardiovascular,5671,NS(=O)(C1=C(C=C(C(C(O)=O)=C1)NCC2=CC=CO2)Cl)=O,43009,43009,,,209,209,209,209,209,HMDB0001933
100004243,gamma-CEHC glucuronide*,NAMED,,Cofactors and Vitamins,Tocopherol Metabolism,4366,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCC(O)=O)CC3)C3=C2)O1)=O,42381,42381,209,209,209,209,209,209,209,NA
100004284,dimethyl sulfone,NAMED,,Xenobiotics,Chemical,6149,CS(C)(=O)=O,43424,43424,400,,400,400,400,400,400,HMDB0004983
100004295,2-piperidinone,NAMED,,Xenobiotics,Food Component/Plant,4633,O=C1CCCCN1,43400,43400,400,400,400,400,400,400,400,HMDB0011749
100004299,N-acetyl-1-methylhistidine*,NAMED,,Amino Acid,Histidine Metabolism,76,OC(C(CC1=CN(C)C=N1)NC(C)=O)=O,43255,43255,400,400,400,400,400,400,400,HMDB0240340
100004318,indolin-2-one,NAMED,,Xenobiotics,Food Component/Plant,4935,O=C1CC2=C(N1)C=CC=C2,43374,43374,400,400,400,400,400,400,400,NA
100004322,2-aminophenol sulfate,NAMED,,Xenobiotics,Food Component/Plant,5247,NC1=CC=CC=C1OS(O)(=O)=O,43266,43266,209,209,209,209,209,209,209,HMDB0061116
100004326,3-acetylphenol sulfate,NAMED,,Xenobiotics,Chemical,6104,CC(C1=CC=CC(OS(=O)(O)=O)=C1)=O,48693,48693,209,209,209,209,209,209,209,NA
100004327,1-stearoyl-GPS (18:0)*,NAMED,,Lipid,Lysophospholipid,2702,O=P(O)(OCC(O)COC(CCCCCCCCCCCCCCCCC)=O)OC[C@@H](C(O)=O)N,45966,45966,209,,209,209,209,209,209,HMDB0061698
100004328,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",NAMED,,Lipid,Sphingomyelins,3113,CCCCCCCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,42463,42463,305,402,402,402,402,402,402,HMDB0012097
100004329,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",NAMED,,Lipid,Sphingomyelins,3117,CCCCC/C=C/CCCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,42459,42459,402,402,402,402,402,402,402,HMDB0240638;HMDB0240613
100004396,3-hydroxyadipate,NAMED,,Lipid,"Fatty Acid, Dicarboxylate",1668,OC(CC(O)=O)CCC(O)=O,62069,62069,305,305,305,305,305,305,305,HMDB0000345
100004494,3-hydroxycotinine glucuronide,NAMED,,Xenobiotics,Tobacco Metabolite,4611,CN(C1=O)[C@@H](C[C@H]1O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)C3=CN=CC=C3,43470,43470,209,209,209,209,209,209,209,HMDB0001204
100004499,6-oxopiperidine-2-carboxylate,NAMED,,Amino Acid,Lysine Metabolism,133,OC(C1CCCC(N1)=O)=O,43231,43231,209,209,209,209,209,209,,HMDB0061705
100004509,S-allylcysteine,NAMED,,Xenobiotics,Food Component/Plant,5041,OC(C(CSCC=C)N)=O,43239,43239,400,400,400,400,400,400,400,HMDB0034323
100004518,allopurinol,NAMED,,Xenobiotics,Drug - Metabolic,5797,OC1=NC=NC2=C1C=NN2,43534,43534,,,,209,209,209,,HMDB0014581
100004523,N-delta-acetylornithine,NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,508,CC(NCCCC(N)C(O)=O)=O,43249,43249,209,209,209,209,209,209,209,HMDB0003357
100004541,acisoga,NAMED,,Amino Acid,Polyamine Metabolism,551,O=C1N(CCCN([H])C(C)=O)CCC1,43258,43258,400,209,209,209,209,209,209,HMDB0061384
100004542,2-aminoheptanoate,NAMED,,Lipid,"Fatty Acid, Amino",1750,OC(C(CCCCC)N([H])[H])=O,43761,43761,400,400,400,400,400,400,400,HMDB0094649
100004552,1-eicosapentaenoyl-GPE (20:5)*,NAMED,,Lipid,Lysophospholipid,2688,O=C(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)OC[C@@](O)([H])COP(OCCN)(O)=O,47888,47888,209,402,402,402,402,402,209,HMDB0011489
100004555,benzoylcarnitine*,NAMED,,Xenobiotics,Chemical,6186,O=C(C1=CC=CC=C1)OC(C[N+](C)(C)C)CC([O-])=O,43265,43265,400,400,400,400,400,400,400,NA
100004561,N-formylanthranilic acid,NAMED,,Amino Acid,Tryptophan Metabolism,274,OC(C1=CC=CC=C1N([H])C=O)=O,43549,43549,209,209,209,209,209,209,209,HMDB0004089
100004568,S-(3-hydroxypropyl)mercapturic acid (HPMA),NAMED,,Xenobiotics,Chemical,5584,OC(C(CSCCCO)NC(C)=O)=O,44552,,209,,209,209,,209,,NA
100004575,"N2,N5-diacetylornithine",NAMED,,Amino Acid,Urea cycle; Arginine and Proline Metabolism,510,OC(C(CCCNC(C)=O)N([H])C(C)=O)=O,43591,43591,209,209,209,209,209,209,209,HMDB0240345
100004634,3-methoxytyramine sulfate,NAMED,,Amino Acid,Tyrosine Metabolism,206,NCCC1=CC(OC)=C(OS(=O)(O)=O)C=C1,44618,44618,209,209,209,209,209,209,209,NA
100004635,methionine sulfone,NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",439,O=S(C)(CCC(N)C(O)=O)=O,44878,44878,400,400,400,400,400,400,400,HMDB0062174
100005350,1-linolenoyl-GPC (18:3)*,NAMED,,Lipid,Lysophospholipid,2618,C[N+](CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,45951,45951,402,402,402,402,402,402,402,HMDB0010388
100005351,1-eicosapentaenoyl-GPC (20:5)*,NAMED,,Lipid,Lysophospholipid,2636,C[N+](CCOP(OCC(O)COC(CCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CC)=O)([O-])=O)(C)C,44563,44563,402,402,402,402,402,402,402,HMDB0010397
100005352,1-eicosenoyl-GPC (20:1)*,NAMED,,Lipid,Lysophospholipid,2627,C[N+](CCOP(OCC(O)COC(CCCCCCCCC/C=C/CCCCCCCC)=O)([O-])=O)(C)C,44560,44560,402,402,402,402,402,402,402,HMDB0010391
100005353,1-nonadecanoyl-GPC (19:0),NAMED,,Lipid,Lysophospholipid,2621,C[N+](CCOP(OCC(O)COC(CCCCCCCCCCCCCCCCCC)=O)([O-])=O)(C)C,47087,47087,402,402,402,402,402,402,402,NA
100005367,N-acetylalliin,NAMED,,Xenobiotics,Food Component/Plant,4814,C=CCS(C[C@H](NC(C)=O)C(O)=O)=O,45404,45404,400,400,400,400,400,400,400,NA
100005371,1-dihomo-linolenoyl-GPE (20:3n3 or 6)*,NAMED,,Lipid,Lysophospholipid,2683,O=C(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)OC[C@@](O)([H])COP(OCCN)(O)=O,44630,44630,209,402,402,209,402,402,209,HMDB0011514;HMDB0011516
100005372,1-(1-enyl-oleoyl)-GPE (P-18:1)*,NAMED,,Lipid,Lysoplasmalogen,2836,O=P(OCC[NH3+])([O-])OC[C@H](O)CO/C=C/CCCCCC/C=C/CCCCCCCC,44621,44621,209,402,402,402,402,402,209,NA
100005373,fructosyllysine,NAMED,,Amino Acid,Lysine Metabolism,121,OC[C@@H](O)[C@@H](O)[C@H](O)C(CNCCCC[C@@H](N)C(O)=O)=O,46227,46227,400,400,400,400,400,400,400,HMDB0034879
100005383,N-methylpipecolate,NAMED,,Xenobiotics,Bacterial/Fungal,5325,CN1[C@@H](C(O)=O)CCCC1,47101,47101,400,400,400,400,400,400,400,NA
100005384,O-sulfo-L-tyrosine,NAMED,,Xenobiotics,Chemical,6086,OS(OC1=CC=C(C[C@H](N)C(O)=O)C=C1)(=O)=O,45413,45413,209,209,209,209,209,209,209,HMDB0155722
100005389,ferulic acid 4-sulfate,NAMED,,Xenobiotics,Food Component/Plant,4898,COC1=C(OS(O)(=O)=O)C=CC(/C=C/C(O)=O)=C1,47114,47114,209,209,209,209,209,209,209,HMDB0029200
100005391,3-(3-hydroxyphenyl)propionate sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4565,OS(OC1=CC=CC(CCC(O)=O)=C1)(=O)=O,45415,45415,209,209,209,209,209,209,209,HMDB0094710
100005396,"5alpha-androstan-3alpha,17beta-diol 17-glucuronide",NAMED,,Lipid,Androgenic Steroids,3380,O[C@@H]1CC[C@]2(C)[C@]3([H])[C@](CCC2C1)([H])[C@@](CC4)([H])[C@@](CC3)(C)[C@H]4O[C@@H]([C@@H]([C@H]5O)O)O[C@H](C(O)=O)[C@H]5O,47132,47132,209,209,209,209,209,209,209,NA
100005402,11-ketoetiocholanolone glucuronide,NAMED,,Lipid,Androgenic Steroids,3335,O=C1C2[C@](CC[C@H]3OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O4)(C)[C@](C3)([H])CCC2C(CCC5=O)[C@]5(C)C1,47135,47135,209,,209,209,209,209,209,NA
100005403,etiocholanolone glucuronide,NAMED,,Lipid,Androgenic Steroids,3352,O=C1[C@](CC2)(C)C(CC1)C3C2[C@](CC[C@H]4OC5[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O5)(C)[C@](C4)([H])CC3,47112,47112,209,209,209,209,209,209,209,HMDB0004484
100005418,17alpha-hydroxypregnanolone glucuronide,NAMED,,Lipid,Pregnenolone Steroids,3247,O=C(C)[C@]1(O)[C@]2(C)C(CC1)C3C(CC2)[C@](CC[C@@H](OC4[C@H](O)[C@@H](O)[C@H](O)[C@@H]([C@@](O)=O)O4)C5)(C)[C@@]5([H])CC3,47403,47403,,,209,209,209,209,209,NA
100005466,N-acetyltaurine,NAMED,,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",473,O=S(CCNC(C)=O)(O)=O,48187,48187,209,209,209,209,209,209,209,HMDB0240253
100005673,1-docosapentaenoyl-GPC (22:5n6)*,NAMED,,Lipid,Lysophospholipid,2644,O=C(OC[C@@](O)([H])COP(OCC[N+](C)(C)C)([O-])=O)CC/C=C/C/C=C\C/C=C\C/C=C\C/C=C\CCCCC,45675,45675,209,402,209,209,209,209,209,HMDB0010402
100005714,1-linolenoyl-GPE (18:3)*,NAMED,,Lipid,Lysophospholipid,2675,[NH3+]CCOP(OCC(O)COC(CCCCCCC/C=C/C/C=C/C/C=C/CC)=O)([O-])=O,57509,57509,402,402,402,402,402,402,402,HMDB0011479;HMDB0011509
100005716,1-oleoyl-GPG (18:1)*,NAMED,,Lipid,Lysophospholipid,2713,O[C@H](COC(CCCCCCC/C=C\CCCCCCCC)=O)COP(OCC(O)CO)(O)=O,45968,45968,209,,209,209,209,209,,HMDB0240602
100005717,1-palmitoyl-GPG (16:0)*,NAMED,,Lipid,Lysophospholipid,2708,O=P(OCC(O)CO)(O)OCC(O)COC(CCCCCCCCCCCCCCC)=O,45970,45970,209,209,209,209,209,209,209,HMDB0240601
100005814,N-linoleoyltaurine*,NAMED,,Lipid,Endocannabinoid,2177,CCCCC/C=C\C/C=C\CCCCCCCC(NCCS(=O)(O)=O)=O,61826,61826,209,,209,209,209,209,,NA
100005834,9-hydroxystearate,NAMED,,Lipid,"Fatty Acid, Monohydroxy",2002,OC(CCCCCCCC(O)=O)CCCCCCCCC,47120,47120,209,,209,209,209,209,209,HMDB0061661
100005850,3-methylglutarylcarnitine (2),NAMED,,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",375,[O-]C(CC(C[N+](C)(C)C)OC(CC(C)CC(O)=O)=O)=O,46548,46548,400,400,400,400,400,400,400,HMDB0000552
100005864,methyl glucopyranoside (alpha + beta),NAMED,,Xenobiotics,Food Component/Plant,5087,O[C@H]1[C@@H]([C@H]([C@H](O[C@@H]1CO)OC)O)O,46144,46144,209,209,209,209,209,209,209,HMDB0029965
100005936,lovastatin hydroxy acid,NAMED,,Xenobiotics,Drug - Metabolic,5307,O[C@@H](C[C@H](CC(O)=O)O)CC[C@@H]([C@@H](C)C=CC1=C[C@H](C)C2)[C@@]1([H])[C@H]2OC([C@@H](C)CC)=O,47877,,,,,209,,,,HMDB0014372
100005952,2-propyl-4-pentenoate (4-ene-valproate),NAMED,,Xenobiotics,Drug - Neurological,5815,OC(C(CC=C)CCC)=O,48143,48143,,209,209,209,209,209,,NA
100005972,alpha-CEHC sulfate,NAMED,,Cofactors and Vitamins,Tocopherol Metabolism,4368,CC1=C(OS(O)(=O)=O)C(C)=C2C(OC(C)(CCC(O)=O)CC2)=C1C,47666,47666,209,209,209,209,209,209,209,NA
100005977,alpha-CMBHC glucuronide,NAMED,,Cofactors and Vitamins,Tocopherol Metabolism,4356,OC(C1C(O)C(O)C(O)C(OC2=C(C)C(C)=C(OC(C)(CCCC(C)C(O)=O)CC3)C3=C2C)O1)=O,63926,63926,209,209,209,209,209,209,209,NA
100005985,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",NAMED,,Lipid,Sphingomyelins,3114,CCCC/C=C/CCCCCCCC(N[C@@](COP([O-])(OCC[N+](C)(C)C)=O)([C@](O)(/C=C/CCCCCCCCCCCCC)[H])[H])=O,47154,47154,402,402,402,402,402,402,402,HMDB0240637;HMDB0240612
100005986,"sphingomyelin (d18:1/24:1, d18:2/24:0)*",NAMED,,Lipid,Sphingomyelins,3129,O[C@H](/C=C/CCCCCCCCCCCCC)[C@H](CO[P](OCC[N+](C)(C)C)([O-])=O)NC(CCCCCCCCCCCCC/C=C\CCCCCCCC)=O,47153,47153,402,402,402,402,402,402,402,HMDB0012107
100005996,octadecenedioylcarnitine (C18:1-DC)*,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1918,O=C(CCCCCCC/C=C\CCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,61865,61865,,402,402,402,402,402,402,NA
100005998,octadecanedioylcarnitine (C18-DC)*,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",1917,O=C(CCCCCCCCCCCCCCCCC(O)=O)OC(CC([O-])=O)C[N+](C)(C)C,61867,61867,,402,402,402,402,402,,NA
100006001,"N,O-didesmethylvenlafaxine glucuronide",NAMED,,Xenobiotics,Drug - Psychoactive,5863,OC1(CCCCC1)C(CNC)C2=CC=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O3)C=C2,52358,52358,400,400,400,400,400,400,,HMDB0061167
100006005,"5alpha-androstan-3alpha,17beta-diol monosulfate (2)",NAMED,,Lipid,Androgenic Steroids,3378,C[C@@]12[C@](CCC3C2CC[C@@]4(C)C3CC[C@@H]4O)([H])C[C@H](OS(=O)(O)=O)CC1,37185,37185,209,209,209,209,209,209,209,NA
100006051,myristoleoylcarnitine (C14:1)*,NAMED,,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1884,O=C(CCCCCCC/C=C\CCCC)O[C@H](CC([O-])=O)C[N+](C)(C)C,48182,48182,402,402,402,402,402,402,402,HMDB0240588
100006056,N-formylphenylalanine,NAMED,,Amino Acid,Tyrosine Metabolism,227,OC([C@@H](NC=O)CC1=CC=CC=C1)=O,48433,48433,209,,209,209,209,209,209,HMDB0240317
100006082,4-hydroxychlorothalonil,NAMED,,Xenobiotics,Chemical,6210,ClC1=C(C#N)C(Cl)=C(Cl)C(O)=C1C#N,48441,48441,209,209,209,209,209,209,209,HMDB0240624
100006089,isoeugenol sulfate,NAMED,,Xenobiotics,Food Component/Plant,5128,C/C=C/C1=CC(OC)=C(OS(O)(=O)=O)C=C1,48997,48997,209,209,209,209,209,209,209,NA
100006092,tyramine O-sulfate,NAMED,,Amino Acid,Tyrosine Metabolism,226,NCCC1=CC=C(OS(O)(=O)=O)C=C1,48408,48408,209,209,209,209,209,209,209,HMDB0006409
100006094,3-hydroxycinnamate sulfate,NAMED,,Xenobiotics,Food Component/Plant,5127,O=C(/C=C/C1=CC=CC(OS(=O)(O)=O)=C1)O,48409,48409,209,209,209,209,209,209,209,NA
100006095,4-hydroxycinnamate sulfate,NAMED,,Amino Acid,Tyrosine Metabolism,230,O=C(O[H])/C=C/C1=CC=C(OS(=O)(O)=O)C=C1,48410,48410,209,209,209,209,209,,,NA
100006098,3-hydroxypyridine sulfate,NAMED,,Xenobiotics,Chemical,6218,O=S(OC1=CC=CN=C1)(O)=O,48448,48448,209,209,209,209,209,209,209,NA
100006105,4-methylguaiacol sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4497,CC1=CC=C(OS(=O)(O)=O)C(OC)=C1,48418,48418,209,209,209,209,209,209,209,NA
100006106,maltol sulfate,NAMED,,Xenobiotics,Food Component/Plant,4626,O=C1C=COC(C)=C1OS(=O)(O)=O,48696,48696,209,209,209,209,209,209,209,NA
100006108,phenylacetylcarnitine,NAMED,,Peptide,Acetylated Peptides,1184,O=C(CC1=CC=CC=C1)O[C@H](CC([O-])=O)C[N+](C)(C)C,48425,48425,400,400,400,400,400,400,400,NA
100006115,arabonate/xylonate,NAMED,,Carbohydrate,Pentose Metabolism,1283,OC([C@H]([C@@H]([C@@H](CO)O)O)O)=O,48255,48255,305,305,305,305,305,305,305,HMDB0000539
100006116,methyl-4-hydroxybenzoate sulfate,NAMED,,Xenobiotics,Benzoate Metabolism,4541,O=C(OC)C1=CC=C(OS(=O)(O)=O)C=C1,48429,48429,209,209,209,209,209,209,209,HMDB0041646
